objectid,filename,youtubeid,vimeoid,title,creator,date,location,format,latitude,longitude,source,subject
Macbeth_1954,,NwCLFGr6XZE,,Hallmark Hall of Fame Macbeth (1954),George Schaefer,1954,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1954_film),Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Maurice Evans;Judith Anderson;Jane Rose;Frieda Altman;Maud Sheerer;House Jameson;Roger Hamilton;William Woodson;Guy Sorel;Staats Cotsworth;Michael Kane;Basil Langton;John Reese;J. Pat O'Malley;Richard Waring;Peter Fernandez;George Ebeling;Robert Carricart;Ford Rainey;Margot Stevenson
Macbeth_1956,,,,Macbeth (1956),Thomas A. Blair,1956,France,MovingImage,46.232193,2.209667,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;David Bradley;Jain Wilimovsky
Macbeth_1959,,,,Macbeth (1959),Claude Barma,1959,France,MovingImage,46.232193,2.209667,IMDb - https://www.imdb.com/title/tt0309824/?ref_=ttfc_ov_bk,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Daniel Sorano;María Casares;Jean Topart;Marcelle Ranson-Hervé;Madeleine Marion;André Oumansky;Robert Fontanet;Yves Barsacq;Roger Coggio;Jean-Paul Thomas;Robert Porte;Philippe Noiret;Jean-Baptiste Thiérrée
Macbeth_1960-1,,htt5_KdHJlc,,Hallmark Hall of Fame Macbeth (1960),George Schaefer,1960,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1960_American_film),Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Maurice Evans;Judith Anderson;Michael Hordern;Ian Bannen;Malcolm Keen
Macbeth_1960-2,,,,Macbeth (1960),William Sterling,1960,Australia,MovingImage,-26.853388,133.275154,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1960_Australian_film),Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Kenneth Goodlet;Dinah Shearing;Keith Eden;Christine Hill;Douglas Kelly;Mark Kelly;Rod Milgate;Wynn Roberts
Macbeth_1961,,,,Macbeth (1961),Paul Almond,1961,Canada,MovingImage,62.393303,-96.818145,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1961_film),Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Sean Connery;Zoe Caldwell;Ted Follows;Robin Gammell;William Needles;Anthony Ray;Bernard Behrens;Eric Christmas;Gillie Fenwick;Hedley Mattingly;Jacqueline Ivings;Jay Shannon;Powys Thomas;Rex Hagon;Sharon Acker
Macbeth_1965,,,,Macbeth (Wednesday Theatre),Alan Burke,1965,Australia,MovingImage,-26.853388,133.275154,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(Wednesday_Theatre),Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Wynn Roberts;Terri Aldred;Keith Eden;Keith Lee;Clark Bleazby;Allan Lander;Mark Albiston;Michael Duffield;Peter Hepworth;Joan Harris;Patricia Kennedy;Sydney Conabere
Macbeth_1970-1,,,,Play of the Month: Macbeth,John Gorrie,1970,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Play_of_the_Month,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Eric Porter;Janet Suzman;John Thaw;John Woodvine;John Alderton;Michael Goodliffe;Tony Caunter;Sylvia Coleridge;Daphne Heard;Hilary Mason;Geoffrey Palmer;Wolfe Morris;Alan Rowe;Donald Douglas;John Bailey;David Spenser;Leon Eagles;Paul Greenhalgh
Macbeth_1970-2,,p6mMAr9eNW0,,Drama (ITV): Macbeth,Charles Warren,1970,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Michael Jayston;Barbara Leigh-Hunt
Macbeth_1971,,1FBvR7rBMMM,,Macbeth (Roman Polanski's Film of Macbeth),Roman Polanski,1971,United States;United Kingdom,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1971_film),Macbeth;Feature;Faithful/Direct;Drama/Tragedy;Horror;Fantasy;Dark Fantasy;Jon Finch;Francesca Annis;Martin Shaw;Terence Bayler;John Stride;Nicholas Selby;Stephan Chase;Paul Shelley;Keith Chegwin;Diane Fletcher;Bernard Archard;Sydney Bromley;Richard Pearson;Bruce Purchase;Ian Hogg;Michael Balfour;Andrew McCulloch;Noel Davis;Alf Joint;William Hobbs
Macbeth_1979,,7skhaOegpLA,,Macbeth – Royal Shakespeare Company's Other Place production,Philip Casson,1979,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1979_film),Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Ian McKellen;Judi Dench;John Bown;Susan Dury;Judith Harte;Greg Hicks;David Howey;Griffith Jones;Marie Kean;Ian McDiarmid;Bob Peck;Duncan Preston;Roger Rees;John Woodvine
Macbeth_1981-1,,,,Macbeth (1981),Joan Ashworth,1981,United Kingdom,MovingImage,54.633221,-3.432277,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av73108,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Animated;
Macbeth_1981-2,,,,Macbeth (1981),Kirk Browning,1981,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1981_film),Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Philip Anglim;Maureen Anderman;J. Kenneth Campbell;John Vickery
Macbeth_1981-3,,ZWM3QGbwpFU,,Macbeth (1981),Arthur Allan Seidelman,1981,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0082692/,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Jeremy Brett;Piper Laurie;Simon MacCorkindale;Richard Alfieri;Barry Primus;Millie Perkins;Alan Oppenheimer;Franklyn Seales;Jay Robinson;Brad David
Macbeth_1982,,SBzuHgsX93M,,Macbeth (1982),Béla Tarr,1982,Hungary,MovingImage,47.164638,19.508944,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1982_film),Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;György Cserhalmi;Erzsébet KúTV/Video/Recordingölgyi
Macbeth_1983-1,,1FD6tGsq_Ts,,BBC Television Shakespeare Macbeth,Jack Gold,1983,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/BBC_Television_Shakespeare,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Nicol Williamson;Jane Lapotaire;Ian Hogg;Brenda Bruce;Eileen Way;Anne Dyson;Mark Dignam;James Hazeldine;Christopher Ellison;John Rowe;Gawn Grainger;David Lyon;James Bolam;Tony Doyle;Mark Lindsay Chapman;William Abney;Christopher Fulford
Macbeth_1992-1,,TcJ6D7OTrlE,,Shakespeare: The Animated Tales – Macbeth,Nicolai Serebryakov,1992,Russia;United Kingdom,MovingImage,61.524,105.3188,Wikipedia - https://en.wikipedia.org/wiki/Shakespeare:_The_Animated_Tales,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Brian Cox;Zoë Wanamaker;Laurence Payne;Patrick Brennan;Clive Merrison;Mary Wimbush;Richard Pearce
Macbeth_1996,,,,Macbeth (1996),Unknown,1996,Australia,MovingImage,-26.853388,133.275154,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av68212,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Julia Reece;Julienne Horsman;Glenn Paul;Jessica Benten;Christopher Ladrook;Danielle Logan;Elizabeth Scibilia;James Horsman;Jessica Nakkour;Kit Lai;Krystal Gnany;Melanie Hofman;Nicholas Lee;Rebecca Barnes;Steven Crow
Macbeth_1997-1,,3gx4f362IKI,,Macbeth (1997),Jeremy Freeston;Brian Blessed,1997,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Jason Connery;Helen Baxendale
Macbeth_1997-2,,,,Macbeth (1997),Mikhail Ptashuk,1997,Belarus,MovingImage,53.711111,27.973847,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av37078,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Oleg Garbuz;Tatjana Zhdanova;Igor Sigov;Andrej Kovaltchuk;Anatoly Kot;Dmitry Boika;Tatjana Marhel
Macbeth_1997-3,,ioRkdzrse-M,,Macbeth Horror Suite di Carmelo Bene Da William Shakespeare,Carmelo Bene,1997,Italy,MovingImage,41.873988,12.564167,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av67859,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Carmelo Bene;Silvia Pasella
Macbeth_1998-1,,xiKaGQmYo0A,,Macbeth (1998),Michael Bogdanov,1998,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Sean Pertwee;Greta Scacchi
Macbeth_1998-2,,,,Macbeth (1998),Paul Winarski,1998,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Stephen J. Lewis;Dawn Winarski
Macbeth_2001-1,,z_7c1D55fnI,,Macbeth – Royal Shakespeare Company's Swan Production,Gregory Doran,2001,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Antony Sher;Harriet Walter
Macbeth_2003-1,,xffnkf9nz00,,Macbeth (2003),Bryan Enk,2003,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av67906,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Peter J. Brown;Moira Stone;Bob Brader;Britt Lafield;Yuri Lowenthal;Amy Caitlin Carr;Carrie Johnson;Christiaan Koop;Dan Maccarone;Edward Einhorn;Frank Cwiklik;Jennifer Clark
Macbeth_2004-1,,MQKmE5Esyb4,,Macbeth (2004),Alex Scherpf;Bo Landin,2004,Sweden,MovingImage,62.199806,17.637493,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av36986,Macbeth;Feature;Faithful/Direct;Drama/Tragedy;Toivo Lukkari;Anitta Suikkari;Alex Scherpf;Bals. Per Hendrik;Ebba Joks;Irene Lansman;Mikkel Gaup;Rolf Degerlund
Macbeth_2010-1,,PrTz3ok8jKs,,Macbeth – Royal Shakespeare Company's Stage Production,Rupert Goold,2010,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(2010_film),Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Patrick Stewart;Kate Fleetwood;Martin Turner;Michael Feast;Scott Handy;Ben Carpenter;Paul Shelley;Suzanne Burden;Mark Rawlings;Tim Treloar
Macbeth_2011-1,,,,Wee Willie Macbeth,Paul Lenart,2011,Canada,MovingImage,62.393303,-96.818145,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av73422,Macbeth;Short;Faithful/Direct;Drama/Tragedy;Animation
Macbeth_2011-2,,aKxX6lpRv6A,,Macbeth (2011),Horacio Ojeda Lacognata,2011,Paraguay,MovingImage,-23.451389,-58.453215,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av75751,Macbeth;Short;Faithful/Direct;Drama/Tragedy;Horacio Ojeda Lacognata;Alicia Ávalos;Juan Carlos Lucas;Rodolfo Estigarribia;Jorge López;Agustín López;Lourdes Amarilla;Marcelo López
Macbeth_2012-1,,,,The Soliloquy,Josh Murray,2012,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av74658,Macbeth;Short;Faithful/Direct;Drama/Tragedy;Josh Murray;Kate Foster;Jim Holland;Twila Ilgenfritz
Macbeth_2013,,bM3h0Gb2O20,,Macbeth – Shakespeare's Globe – The Globe on Screen's Stage Production,Eve Best,2013,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Joseph Milson;Samantha Spiro
Macbeth_2015,,YqHhKuCQmoY,,Macbeth (2015),Justin Kurzel,2015,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(2015_film),Macbeth;Feature;Faithful/Direct;Drama/Tragedy;Historical Epic;War;Gothic;Michael Fassbender;Marion Cotillard;Paddy Considine;Sean Harris;Jack Reynor;Elizabeth Debick;David Thewlis;David Hayman;Maurice Roëves;Brian Nickels;Ross Anderson;James Harkness;Hilton McRae;Rebecca Benson
Macbeth_2018,,IXBaTem12fU,,Macbeth (2018),Kit Monkman,2018,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Mark Rowley;Akiya Henry
Macbeth_2020,,nJgmChA8fM8,,Macbeth (2020),Sergei Tsimbalenko,2020,Russia,MovingImage,61.524,105.3188,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Sergei Tsimbalenko
Macbeth_2021-1,,ptqe7s6pO7g,,The Tragedy of Macbeth (2021),Joel Coen,2021,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/The_Tragedy_of_Macbeth_(2021_film),Macbeth;Feature;Faithful/Direct;Drama/Tragedy;Drama/Political;Psychological Thriller;Mystery;Film Noir;Denzel Washington;Frances McDormand;Bertie Carvel;Alex Hassell;Corey Hawkins;Kathryn Hunter;Harry Melling;Brendan Gleeson;Miles Anderson;Moses Ingram;Ralph Ineson;Jefferson Mays;Stephen Root;Matt Helm;Brian Thompson;Richard Short;Sean Patrick Thomas;Olivia Washington
Macbeth_2022,,PMD9lwrZEo8,,Macbeth (2022),Christopher Carter Sanderson,2022,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Sean Kenin;Meaghan Bloom Fluitt
Macbeth_1914,,,,When Macbeth Came To Snakeville,Roy Clements,1914,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av68609,Macbeth;Silent;Loose/Inspired;Western;Comedy;Harry Todd;Evelyn Selbie;Margaret Joslin;Victor Potel
Macbeth_1916-2,,,,The Real Thing at Last,L.C. MacBean,1916,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/The_Real_Thing_at_Last,Macbeth;Silent;Loose/Inspired;Drama/Tragedy;Satire;Edmund Gwenn;Nelson Keys;Godfrey Tearle;Owen Nares;Norman Forbes;Ernest Thesiger;Gladys Cooper;Teddie Gerard;Pauline Chase;Frederick Volpe
Macbeth_1922,,,,Macbeth (1922),Harry B. Parkinson,1922,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0301571/,Macbeth;Silent;Short;Loose/Inspired;Drama/Tragedy;Crime;Russell Thorndike;Sybil Thorndike
Macbeth_1938,,,,Jwala,Vinayak Karnataki,1938,India,MovingImage,21.125681,82.794998,IMDb - https://www.imdb.com/title/tt0030305/,Macbeth;Feature;Loose/Inspired;Action/Adventure;Period;Fantasy;Chandra Mohan;Ratnaprabha;Ashalata Wabgaonkar;Vinayak Karnataki;Chandrakant
Macbeth_1951-2,,z9zSRRtVqMY,,Marmayogi (1951),K. Ramnoth,1951,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Marmayogi,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Action/Adventure;Swashbuckler;ThrillerM. G. Ramachandar;S. V. Sahasranamam;Serukalathur Sama;N. Seetharaman;S. A. Natarajan;M. N. Nambiar;L. R. Mudaliar;Anjali Devi;Madhuri Devi;M. Pandari Bai;M. S. S. Bhagyam
Macbeth_1952,,,,Crimson Curtain,André Barsacq,1952,France,MovingImage,46.232193,2.209667,Wikipedia - https://en.wikipedia.org/wiki/Crimson_Curtain_(1952_film),Macbeth;Short;Loose/Inspired;Mystery;Romance;Drama;Psychological Thriller;Michel Simon;Pierre Brasseur;Monelle Valentin;Jean Brochard;Olivier Hussenot;Paul Barge;Edmond Beauchamp;Lucien Blondeau;Daniel Cauchy;Gérard Darrieu
Macbeth_1955,,Y-zI3ZjZFX4,,Joe MacBeth,Ken Hughes,1955,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Joe_MacBeth,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Film Noir;Crime;Gangster;Modernized;Paul Douglas;Ruth Roman;Bonar Colleano;Grégoire Aslan;Sid James;Harry Green;Walter Crisham;Kay Callard;Robert Arden;George Margo;Minerva Pious;Bill Nagy;Shirley Douglas
Macbeth_1957,,LY7ETIO1KB8,,Throne of Blood (蜘蛛巣城),Akira Kurosawa,1957,Japan,MovingImage,34.886306,134.379711,Wikipedia - https://en.wikipedia.org/wiki/Throne_of_Blood,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Historical Epic;Jidaigeki;Toshiro Mifune;Isuzu Yamada;Takashi Shimura;Akira Kubo;Yōichi Tachikawa;Minoru Chiaki;Takamaru Sasaki;Chieko Naniwa;Kokuten Kōdō;Sachio Sakai;Yū Fujiki;Asao Koike;Isao Kimura;Seiji Miyaguchi
Macbeth_1964,,jxmPnvr2Ouk,,Marmayogi (1964),B. A. Subba Rao,1964,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Marmayogi_(1964_film),Macbeth;Feature;Loose/Inspired;Action/Adventure;Period;Swashbuckler;DramaN. T. Rama Rao;Krishna Kumari;Kanta Rao;Leelavathi;Gummadi;Chadalavada;Balakrishna;A. V. Subba Rao;Meena Kumari
Macbeth_1966,,fwttitYSH08,,Teenage Gang Debs,Sande N. Johnsen,1966,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0061070/,Macbeth;Feature;Loose/Inspired;Crime;Drama;Exploitation;Diane Conti;Joey Naudic;John Batis;George Winship;Linda Gale;Alek Primrose;Sandra Kane;Thomas Andrisano;Eileen Dietz;Douglas Mitchell;Sue McManus;Tom Eldred;Robin Nolan;Tom Yourk
Macbeth_1983-2,,wgOPVFPyO2k,,The Black Adder,Martin Shardlow,1983,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/The_Black_Adder,Macbeth;Richard III;Henry VSeries;Loose/Inspired;Historical Epic;Comedy;Satire;Sitcom;Rowan Atkinson;John Savident;Brian Blessed;Elspet Gray;Robert Bathurst;Robert East;Tim McInnerny;Philip Fox;Tony Robinson;Stephen Tate
Macbeth_1991,,-dVzhUkVLqI,,Men of Respect,William Reilly,1991,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Men_of_Respect,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Thriller;Crime;ModernizedJohn Turturro;Katherine Borowitz;Dennis Farina;Peter Boyle;Rod Steiger;Steven Wright;Stanley Tucci;Carl Capotorto;Michael Badalucco;Robert Modica;David Thornton;Dan Grimaldi
Macbeth_1992-2,,,,Scenes from Macbeth,Chris Philpott,1992,Canada,MovingImage,62.393303,-96.818145,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av67853,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Business;Modernized;
Macbeth_1997-4,,,,In The Flesh,Antonio Passolini;Stuart Canterbury,1997,Hungary;United States,MovingImage,47.164638,19.508944,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Pornography;Mike Horner;Kylie Ireland
Macbeth_1997-5,,aFuKtf845To,,Star Wars: Macbeth,Bien Conception;Donald Fitz-Roy,1997,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;Short;Loose/Inspired;Drama/Tragedy;Science Fiction;
Macbeth_1997-6,,,,Macbeth On The Estate,Penny Woolcock,1997,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0289295/,Macbeth;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Crime;Modernized;James Frain;Susan Vidler;Andrew Tiernan;David Harewood;Jo Dow;Patsi Fox;Ray Winstone;Graham Bryan;Martin O'Brien;Darren Whitbrook
Macbeth_1997-7,,qufSHpASwvE,,The Scottish Tale,Mack Polhelmus,1997,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0177206/,Macbeth;Feature;Loose/Inspired;Comedy;Romance;Rom-Com;Indie;Josiah Polhemus;Ann Boehlke;Robert Ross;Sandy Kenyon;Marcia Rodd;Jack Betts;Joe Myles;Camilla Polhemus;Garrett Clancy;Susan Dalian;Craig Golding
Macbeth_1998-3,,,,Naked Frailties,Larry Reese,1998,Canada,MovingImage,62.393303,-96.818145,IMDb - https://www.imdb.com/title/tt0145926/,Macbeth;Feature;Loose/Inspired;Drama;Indie;Travis Woloshyn;Reagan Dale Neis;Terry Ladd;Terence Cross;Jeremy A. Weddell;Fiona O'Brien;John Treleaven;Myron Deardon;Luke Murray;Katherine Fadum;Carol Aidleman;Hilary Elliot;Tanya Ryga;Paul Boultbee;Patsy Thomas
Macbeth_1999,,hhjRMTjmkWk,,Macbeth in Manhattan,Greg Lombardo,1999,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_in_Manhattan,Macbeth;Feature;Loose/Inspired;Drama;Comedy;Modernized;Gloria Reuben;Nick Gregory;David Lansbury;John Glover;Harold Perrineau;Christopher McCann;Natalie Zea
Macbeth_2000,,abImP0fzM6Q,,Borough of Kings (Brooklyn Sonnet),Elyse Lewin,2000,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av67864,Macbeth;Feature;Loose/Inspired;Drama;Mystery;Thriller;Crime;Indie;James Stanek;Kerry Butler;Olympia Dukakis;Patrick Newall;Philip Bosco
Macbeth_2001-2,,CPlD20pyAa0,,Rave Macbeth,Klaus Knoesel,2001,Canada;Germany,MovingImage,62.393303,-96.818145,IMDb - https://www.imdb.com/title/tt0251364/,Macbeth;Feature;Loose/Inspired;Drama;Thriller;Crime;Music;Michael Rosenbaum;Nicki Aycox;Kirk Baltz;Jamie Elman;Marguerite Moreau
Macbeth_2001-3,,,,Macbeth: The Comedy,Allison L. LiCalsi,2001,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av38190,Macbeth;Feature;Loose/Inspired;Comedy;Satire;Queer;Lesbian;LGBTQ;Erika Burke;Juliet Furness;Ted deChatelet;Hugh Kelly;Dudley Jr Findlay;Christopher Briggs;David Huber;Gary Brownlee;Gerald Downey;John Little;Matt Daniels;Scan Elias-Reyes;Scott Galbraith
Macbeth_2001-4,,hiF-ftELdv0,,"Scotland, PA",William Morrissette,2001,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Scotland_PA,Macbeth;Feature;Loose/Inspired;Comedy;Black Comedy;Crime;Satire;Modernized;James Le Gros;Maura Tierney;Christopher Walken;Kevin Corrigan;James Rebhorn;Tom Guiry;Amy Smart;Timothy Levitch;Andy Dick
Macbeth_2001-5,,6LNr6ln8QN4,,Makibefo,Alexander Abela,2001,Madagascar,MovingImage,-18.7771925,46.85432,Wikipedia - https://en.wikipedia.org/wiki/Makibefo,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Martin Zia;Neoliny Dety;Jean-Félix;Bien Rasoanan Tenaina;Jean-Noël;Randina Arthur;Boniface;Victor Raobelina;Gilbert Laumord
Macbeth_2001-6,,,,Mad Dawg: Running Wild In The Streets,Greg Salman,2001,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0816571/,Macbeth;Feature;Loose/Inspired;Action/Adventure;Crime;Gangster;Modernized;Lamik Blake;Eric Brown;Tomica Carter;Ekow Daniels;Lunden De'Leon;Geoffrey Fullerton;Layon Gray;Sandra Griffeths;Crawford James;Steven Johnson;Renee Jones;G. Anthony Joseph;Jens Kohler
Macbeth_2001-7,,gKgz9mNMw1g,,Yellamma,Mohan Koda,2001,India,MovingImage,21.125681,82.794998,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av67873,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Period;Sonali Kulkani
Macbeth_2003-2,,0VbIZB5g2U4,,Sangrador,Leonardo Henríquez,2003,Venezuela,MovingImage,6.414107,-66.578926,Wikipedia - https://en.wikipedia.org/wiki/Sangrador,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Thriller;Drama/Political;Daniel Alvarado;Karina Gómez;Alfonso Rivas;Leonardo Villalobos;Gerardo Luongo
Macbeth_2004-2,,_eRhSr3IpdA,,Maqbool,Vishal Bhardwaj,2004,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Maqbool,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Crime;Modernized;Irrfan Khan;Tabu;Pankaj Kapur;Om Puri;Naseeruddin Shah;Piyush Mishra;Ankur Vikal;Ajay Gehi;Masumeh Makhija;Shammi Narang
Macbeth_2005-1,,9z-baD9r7ak,,ShakespeaRe-Told Macbeth,Peter Moffat,2005,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/ShakespeaRe-Told,Macbeth;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;ModernizedJames McAvoy;Vincent Regan;Keeley Hawes;Joseph Millson;Toby Kebbell;Richard Armitage
Macbeth_2005-2,,,,"Macbeth 3000: This Time, It's Personal",Geoff Warren Meech,2005,Canada,MovingImage,62.393303,-96.818145,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av37964,Macbeth;Feature;Loose/Inspired;Action/Adventure;Comedy;Spy;Bill Stepee;Kate Hortop;Denis Logan;Ryan Gilhooly;Chris Bohren;Geoff Warren Meech;Jaime Cobban;Jason Loftman;Raunie Ratcliffe
Macbeth_2006-1,,_XzhHj7rV4A,,Macbeth (2006),Geoffrey Wright,2006,Australia,MovingImage,-26.853388,133.275154,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(2006_film),Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Crime;Gangster;Modernized;Sam Worthington;Victoria Hill;Lachy Hulme;Gary Sweet;Steve Bastoni;Mick Molloy;Matt Doran;Bob Franklin;Craig Stott;Terry Lim;Jonny Pasvolsky
